timestamp -- motor_step_command,mfc1_stpt,mfc2_stpt,mfc3_stpt,led1_stpt,led2_stpt,sig_status,ft_posx,ft_posy,ft_frame,ft_error,ft_roll,ft_pitch,ft_yaw,ft_heading,adapted_center,instrip,mode,strip_thresh
03/21/2024-11:22:34.484561 -- 799896,0.3,0.0,0.0,1.0,0.0,0,4.273979095391999,4.951399402702199,119,7410.477124183,0.0020854121617268,-0.025163048498338,0.038451176207265,0.81575795225477,nan,False,live,nan
03/21/2024-11:22:34.517696 -- 799918,0.3,0.0,0.0,1.0,0.0,0,4.059142305320698,5.195466965612999,121,6893.7208188153,0.0050829647559545,-0.0261059667369,0.086420337151624,0.6363148711574,nan,False,live,nan
03/21/2024-11:22:34.551723 -- 799949,0.3,0.0,0.0,1.0,0.0,0,4.0578699415383,5.558824674475497,123,6774.562962963,0.031909873919698,-0.010460613952419,0.12712721253507,0.39586947005776,nan,False,live,nan
03/21/2024-11:22:34.585354 -- 799958,0.3,0.0,0.0,1.0,0.0,0,3.9161418053957977,5.609943381065699,125,7035.350174216,0.016420064387135,0.0011293183357394,0.0029640102302059,0.32938355333409,nan,False,live,nan
03/21/2024-11:22:34.617599 -- 799949,0.3,0.0,0.0,1.0,0.0,0,4.037558126201999,5.619988309858799,127,6749.3540940767,0.014215378555541,0.041685549335565,-0.072256213426429,0.40049665040432,nan,False,live,nan
03/21/2024-11:22:34.649511 -- 799939,0.3,0.0,0.0,1.0,0.0,0,4.098124978034699,5.616112589564098,129,6878.2961672474,0.0050764510258731,-0.0030055578048137,-0.0033320771012567,0.47269684798941,nan,False,live,nan
03/21/2024-11:22:34.686138 -- 799941,0.3,0.0,0.0,1.0,0.0,0,4.106815066829098,5.637216441679497,131,6517.7273519164,0.0081532781061375,-0.00029422068671649,-0.00047201660681847,0.4610416320339,nan,False,live,nan
03/21/2024-11:22:34.715781 -- 799945,0.3,0.0,0.0,1.0,0.0,0,4.095947635384498,5.643324536367901,133,6313.4512195122,-4.5604872568553e-05,0.0030016394078834,-0.0012858402531048,0.42991019279377,nan,False,live,nan
03/21/2024-11:22:34.748331 -- 799941,0.3,0.0,0.0,1.0,0.0,0,4.0755102083967,5.6296616059965015,135,6470.9355400697,0.00035519300597638,0.0018170550769797,-0.0024833537856035,0.46050385773348,nan,False,live,nan
03/21/2024-11:22:34.767727 -- 799941,0.3,0.0,0.0,1.0,0.0,0,4.081720881078001,5.632594134953999,136,6373.8358013937,0.0017939374585003,0.0014223727894479,0.0024637821221896,0.45804007561129,nan,False,live,nan
03/21/2024-11:22:34.800820 -- 799941,0.3,0.0,0.0,1.0,0.0,0,4.0951838067606,5.6258126717295,138,6255.4102787456,-0.0011688754219103,0.0041487957385366,0.0033789954785765,0.45622987562349,nan,False,live,nan
03/21/2024-11:22:34.837426 -- 799939,0.3,0.0,0.0,1.0,0.0,0,4.245896364878099,5.8173929897769,140,6136.5979965157,0.067060129888705,0.0098775867199248,-0.017703240916833,0.47817061557537,nan,False,live,nan
03/21/2024-11:22:34.868003 -- 799929,0.3,0.0,0.0,1.0,0.0,0,4.420221357647401,6.1636050584732995,142,6870.074912892,0.050069514757663,-0.0079969703611848,-0.042007015832804,0.556471918112,nan,False,live,nan
03/21/2024-11:22:34.901484 -- 799928,0.3,0.0,0.0,1.0,0.0,0,4.674850719264901,6.452183391855597,144,6878.3105400697,0.066827329449371,0.013046765848414,0.031552016383466,0.56196374434482,nan,False,live,nan
03/21/2024-11:22:34.935361 -- 799938,0.3,0.0,0.0,1.0,0.0,0,4.668412284566099,6.6908714946608985,146,6993.3824041812,0.0068151968446609,-0.028138891596833,0.037008697934399,0.48256567008591,nan,False,live,nan
03/21/2024-11:22:34.972171 -- 799937,0.3,0.0,0.0,1.0,0.0,0,4.662299694392397,6.863898472866298,148,7316.9960801394,0.03077206973645,-0.0062528294645639,-0.006384081268229,0.4922794674618,nan,False,live,nan
